,translated,label,annotation
1892,I want to meet my classmates in this online class.,"[[18, 28, 'pos'], [44, 49, 'neu']]","[['classmates', 'pos'], ['class', 'neu']]"
1893,"PISO WIFI It started with a simple joke of a kid ""Kuya papiso WiFi ka naman dito sa amin"" Sabi ko nalang SIGE 3 weeks after AYAN NA The main reason why we did this is to give way to children who spend online class of great just to attend class. ML is layp na din! https://t.co/MllKu0Ib6L","[[5, 9, 'neu'], [62, 66, 'neu'], [182, 190, 'neu'], [208, 213, 'neu'], [238, 243, 'neu']]","[['wifi', 'neu'], ['wifi', 'neu'], ['children', 'neu'], ['class', 'neu'], ['class', 'neu']]"
1894,I can live on fb the online class name 😆😆😆😆😆,"[[28, 33, 'neu']]","[['class', 'neu']]"
1895,Synchronous session again ... ONLINE CLASS again means ... Waaaa !!! 😭😭😭😭😭,"[[12, 19, 'neg'], [37, 42, 'neg']]","[['session', 'neg'], ['class', 'neg']]"
1896,Online class while on cc,"[[7, 12, 'neu']]","[['class', 'neu']]"
1897,There is even an online class for training. Then suddenly sir said earlier that we were only 30 minutes because he had a hang over. Me: Sir pota same same hahahaha,"[[24, 29, 'neu'], [34, 42, 'neu']]","[['class', 'neu'], ['training', 'neu']]"
1898,I just want to take an online class without feeling heavy.,"[[30, 35, 'neu'], [44, 51, 'neg']]","[['class', 'neu'], ['feeling', 'neg']]"
1899,@theexploREN Omg !! Same !! The school also called me and asked why I stopped. Wfh I already finished online class. Hello radiation whole day 😩😩,"[[109, 114, 'neu']]","[['class', 'neu']]"
1900,"So, I'm sorry, I just did my best, but still not enough. I'm sorry if you disappoint Ma, Kyah, it's just very upsetting, I hope you have at least a little consideration. You're really not for me Online Class with more duty at dawn 😩😭","[[155, 168, 'neg'], [202, 207, 'neg']]","[['consideration', 'neg'], ['class', 'neg']]"
1901,"Lesson learned: I'm not a bully anymore, the speed of my karma, especially when I'm in an online class, the professor calls me right away ☹️🤣","[[97, 102, 'neu'], [108, 116, 'neu']]","[['class', 'neu'], ['professo', 'neu']]"
1902,@breatheapril #AskApril what can you advice to those students (like me) who's struggling with online class po? (though you already have a blog regarding this),"[[101, 106, 'neg'], [53, 61, 'neu']]","[['class', 'neg'], ['students', 'neu']]"
1903,online class nanaman puta,"[[7, 12, 'neg']]","[['class', 'neg']]"
1904,why is there an online class 😴😴😴🤣,"[[23, 28, 'neg']]","[['class', 'neg']]"
1905,I don't want to take an online class yet 🤡 RTUEXTEND SEND TO 4545,"[[31, 36, 'neg']]","[['class', 'neg']]"
1906,"pwede na ‘to, twas such a fucking struggle to be comfy with this mthrfkng online class","[[81, 86, 'neg']]","[['class', 'neg']]"
1907,The struggle with the requirements and the online class last sem was severe but it still shook and this is how my overall GWA is so far 😌😌😌😌😌😌😌 my undergrad self? Gone. Hahaha char0t https://t.co/WpvAZjbUfd,"[[22, 34, 'neg'], [50, 55, 'neg']]","[['requirements', 'neg'], ['class', 'neg']]"
1908,me during online class: https://t.co/oCqGLRXuDu,"[[17, 22, 'neu']]","[['class', 'neu']]"
1909,"I'm still looking for where, it's just in the online class HAHAHAHAHA","[[53, 58, 'neu']]","[['class', 'neu']]"
1910,I'm stuck in a teenager's online class. Mas maingay nanay eh🤦🏻‍♀️🤦🏻‍♀️,"[[33, 38, 'neg']]","[['class', 'neg']]"
1911,mygahd online class na nga may napa walk out pa kaming teacher,"[[14, 19, 'neu'], [55, 62, 'neu']]","[['class', 'neu'], ['teacher', 'neu']]"
1912,I hope to go face to face so that I have a chance to study again. I don't want an online class,"[[89, 94, 'neg']]","[['class', 'neg']]"
1913,@llnj_lvrd Hahaha ano pa yan online class 😅,"[[36, 41, 'neu']]","[['class', 'neu']]"
1914,Online class ka lang bhie habang wala pang food 😊🥰 https://t.co/9znjnUI5Fz,"[[7, 12, 'neu']]","[['class', 'neu']]"
1915,Online Class feat. Cooking 🙃 (Artistic Salmon) https://t.co/tFtDVZCiGP,"[[7, 12, 'neu']]","[['class', 'neu']]"
1916,back to online class naaaaaaaaa,"[[15, 20, 'neu']]","[['class', 'neu']]"
1917,"It's just ugly in the Online Class, even if you feel bad, you can't be absent 😢","[[29, 34, 'neg']]","[['class', 'neg']]"
1918,"online class na nga may 2nd quarter sickness pa din ako ampotAh ,,, tamad na tamad nanaman akO","[[7, 12, 'neu']]","[['class', 'neu']]"
1919,seems like no online class later ah🤦,"[[21, 26, 'neu']]","[['class', 'neu']]"
1920,"In the online class earlier, after the recitation I told the child very good tpos suddenly the parent said you are very good nman. Kamiss na face to face class kelan so you can go back inside the classroom.","[[14, 19, 'neu'], [39, 49, 'pos'], [61, 66, 'pos'], [196, 205, 'neu']]","[['class', 'neu'], ['recitation', 'pos'], ['child', 'pos'], ['classroom', 'neu']]"
1921,the online class has just started again but it's too lazy koooo😭,"[[11, 16, 'neu']]","[['class', 'neu']]"
1922,I just missed the man-tatadtad ng missed calls sakin kasi may online class ako hahahaah tas puro ako tulog hahahahaha.,"[[69, 74, 'neu']]","[['class', 'neu']]"
1923,"@_jmeugenio If we still have online classes until we go to college, let's just focus on the business we have 😀","[[36, 43, 'neu'], [59, 66, 'neu']]","[['classes', 'neu'], ['college', 'neu']]"
1924,Very sleepy but need to enter the online class 😐,"[[41, 46, 'neu']]","[['class', 'neu']]"
1925,It's an online class again,"[[15, 20, 'neu']]","[['class', 'neu']]"
1926,So I can take an online class later,"[[24, 29, 'neu']]","[['class', 'neu']]"
1927,I don't want to take online classes 😭😭😭,"[[28, 35, 'neg']]","[['classes', 'neg']]"
1928,"When I was able to take an online class at work, I was surrounded by myself !!! chz","[[34, 39, 'neu'], [43, 47, 'neu']]","[['class', 'neu'], ['work', 'neu']]"
1929,#PLDTalwayspoorservice #pldtdonotcare #pldtdonotcare #PLDTonlycaresonlyforcelebrities @pldt @PLDT_Cares @PLDTEnt_Cares Reported #36930066 yesterday 12nn. 5pm now still no restoration service done.niece absent today & amp; probably tom on her Online class @PLDTGabayGuro @PLDTHome,"[[183, 190, 'neg'], [249, 254, 'neu']]","[['service', 'neg'], ['class', 'neu']]"
1930,Reported #36930066 yesterday 12nn. 5pm now still no restoration service done.niece absent today & amp; probably tom on her Online class #PLDTalwayspoorservice #pldtSameResponse #pldtdonotcare #PLDTonlycaresonlyforcelebrities @pldt @PLDT_Cares @PLDTEnt_Cares @PLDTGabayGuro @PLDTHome,"[[64, 71, 'neg'], [130, 135, 'neu']]","[['service', 'neg'], ['class', 'neu']]"
1931,#pldtSameResponse #pldtdonotcare #PLDTonlycaresonlyforcelebrities @pldt @PLDT_Cares @PLDTEnt_Cares @PLDTGabayGuro @PLDTHome Reported #36930066 yesterday 12nn. 5pm now still no restoration service done.niece absent today & amp; probably tom on her Online class #PLDTalwayspoorservice,"[[188, 195, 'neg'], [254, 259, 'neu']]","[['service', 'neg'], ['class', 'neu']]"
1932,@iamMVP @pldt @PLDT_Cares @PLDTEnt_Cares @PLDTGabayGuro @PLDTHome Report this #36930066 yesterday 12nn. Its 226pm now still no restoration service was done. I have been on 171 for 1hr48mins.still no action. My niece was absent on her online class today. What service is that?,"[[139, 146, 'neg'], [199, 205, 'neg'], [241, 246, 'neu'], [259, 266, 'neg']]","[['service', 'neg'], ['action', 'neg'], ['class', 'neu'], ['service', 'neg']]"
1933,#pldtSameResponse #pldtdonotcare #PLDTonlycaresforcelebritiesReported this #36930066 yesterday 12nn. Its 215pm now still no restoration service was done. My daughter was absent today on her Online class #pldtnoresponse @pldt @PLDT_Cares @PLDTEnt_Cares @PLDTGabayGuro,"[[136, 143, 'neg'], [197, 202, 'neu']]","[['service', 'neg'], ['class', 'neu']]"
1934,#pldtSameResponse #pldtdonotcare #PLDTonlycaresforcelebrities #pldtnoresponse @pldt @PLDT_Cares @PLDTEnt_Cares @PLDTGabayGuro @PLDTHome Reported this #36930066 yesterday 12nn. Its 224pm now still no restoration service was done. My niece was absent today on her Online class,"[[211, 218, 'neg'], [269, 274, 'neu']]","[['service', 'neg'], ['class', 'neu']]"
1935,#pldtSameResponse #pldtdonotcare #PLDTonlycaresforcelebrities #pldtnoresponse @pldt @PLDT_Cares @PLDTEnt_Cares @PLDTGabayGuro @PLDTHome Reported this #36930066 yesterday 12nn. Its 223pm now still no restoration service was done. My niece was absent today on her Online class,"[[211, 218, 'neg'], [269, 274, 'neu']]","[['service', 'neg'], ['class', 'neu']]"
1936,"You are in a hurry to graduate, how can those who can't take online classes take subjects?","[[22, 30, 'neu'], [68, 75, 'neu'], [81, 89, 'neu']]","[['graduate', 'neu'], ['classes', 'neu'], ['subjects', 'neu']]"
1937,@PLDTEnt_Cares #pldtSameResponse #pldtdonotcare #PLDTonlycaresforcelebrities #pldtnoresponse @pldt @PLDT_Cares @PLDTEnt_Cares @PLDTGabayGuro @PLDTHome Reported this #36930066 yesterday 12nn. Its 123pm now still no restoration service was done. My niece was absent today on her Online class,"[[226, 233, 'neg'], [284, 289, 'neu']]","[['service', 'neg'], ['class', 'neu']]"
1938,#pldtSameResponse #pldtdonotcare #PLDTonlycaresforcelebrities #pldtnoresponse @pldt @PLDT_Cares @PLDTEnt_Cares @PLDTGabayGuro @PLDTHome Reported this #36930066 yesterday 12nn. Its 138pm now still no restoration service was done. My niece was absent today on her Online class,"[[211, 218, 'neg'], [269, 274, 'neu']]","[['service', 'neg'], ['class', 'neu']]"
1939,#pldtSameResponse #pldtdonotcare #PLDTonlycaresforcelebrities #pldtnoresponse @pldt @PLDT_Cares @PLDTEnt_Cares @PLDTGabayGuro @PLDTHome Reported this #36930066 yesterday 12nn. Its 137pm now still no restoration service was done. My niece was absent today on her Online class,"[[211, 218, 'neg'], [269, 274, 'neu']]","[['service', 'neg'], ['class', 'neu']]"
1940,#pldtSameResponse #pldtdonotcare #PLDTonlycaresforcelebrities #pldtnoresponse @pldt @PLDT_Cares @PLDTEnt_Cares @PLDTGabayGuro @PLDTHome Reported this #36930066 yesterday 12nn. Its 123pm now still no restoration service was done. My niece was absent today on her Online class,"[[211, 218, 'neg'], [269, 274, 'neu']]","[['service', 'neg'], ['class', 'neu']]"
1941,Reported this #36930066 yesterday 12nn. Its 123pm now still no restoration service was done. My niece was absent today on her Online class #pldtSameResponse #pldtdonotcare #PLDTonlycaresforcelebrities #pldtnoresponse @pldt @PLDT_Cares @PLDTEnt_Cares @PLDTGabayGuro @PLDTHome,"[[75, 82, 'neg'], [133, 138, 'neu']]","[['service', 'neg'], ['class', 'neu']]"
1942,#pldtSameResponse #pldtdonotcare #PLDTonlycaresforcelebrities #pldtnoresponse Reported this #36930066 yesterday 12nn. Its 123pm now still no restoration service was done. My niece was absent today on her Online class @pldt @PLDT_Cares @PLDTEnt_Cares @PLDTGabayGuro @PLDTHome,"[[153, 160, 'neg'], [211, 216, 'neu']]","[['service', 'neg'], ['class', 'neu']]"
1943,@PLDT_Cares #pldtSameResponse #pldtdonotcare #PLDTonlycaresforcelebrities #pldtnoresponse @pldt @PLDT_Cares @PLDTEnt_Cares @PLDTGabayGuro @PLDTHome Reported this #36930066 yesterday 12nn. Its 123pm now still no restoration service was done. My niece was absent today on her Online class,"[[223, 230, 'neg'], [281, 286, 'neu']]","[['service', 'neg'], ['class', 'neu']]"
1944,MAGPAKABIT KANA FIBER OPTIC UNLIMITED INTERNET CONNECTION AT HOME Pang Online Class and Work From Home 1 VALID ID LANG ANG REquirement 👉 For more details about our special promos please fill out to this link.👇 https://t.co/hQHWyRL8Rq #Recreate the #WorldRightAtHome https://t.co/6WU8W1lvOw,"[[38, 46, 'neu'], [47, 57, 'neu'], [88, 92, 'neu'], [78, 83, 'neu']]","[['internet', 'neu'], ['connection', 'neu'], ['work', 'neu'], ['class', 'neu']]"
1945,I really want to finish online class: (((,"[[31, 36, 'neg']]","[['class', 'neg']]"
1946,The online class is very stressful but Thank you Lord !!! 🥺✨ I am the granddaughter of St. Vincent here HAHAHAHAHAHA joke. F2F in 4th year pls👉🏼👈🏼 https://t.co/PG7JdUHxcr,"[[11, 16, 'neg']]","[['class', 'neg']]"
1947,First time I will recite in online class WAGAHAHAHHAHAHAHHAHAHAHAHAHAHAHAHA,"[[35, 40, 'neu']]","[['class', 'neu']]"
1948,I don't know if I can attend the online class later taena hahaha,"[[40, 46, 'neu']]","[['class', 'neu']]"
1949,@twaingrace WAG NA MAG ONLINE CLASS,"[[30, 35, 'neg']]","[['class', 'neg']]"
1950,@kmcrzdsn I don't have an online class. HAHAHA,"[[33, 38, 'neu']]","[['class', 'neu']]"
1951,Adjusting nails in online class so I don't study,"[[26, 31, 'neu']]","[['class', 'neu']]"
1952,"@Converge_CSU take an action here in Villareal Brgy. Gulod Novaliches Quezon City because we have a lot to do and online classes are open, there is still no internet until now. Fix your service because we pay on time.","[[121, 128, 'neu'], [157, 165, 'neg'], [186, 193, 'neg']]","[['classes', 'neu'], ['internet', 'neg'], ['service', 'neg']]"
1953,I became even more lazy with online classes,"[[36, 43, 'neg']]","[['classes', 'neg']]"
1954,@LBCexpress If it arrive today. Can it be picked up in The drop off branch if it cant be delivered today? The online schooler need it badly for tomorrow online class.,"[[117, 125, 'neu'], [160, 165, 'neu']]","[['schooler', 'neu'], ['class', 'neu']]"
1955,"@PLDT_Cares ano pldt do you have any plans to fix my intern and landline nov 20 I'm still complaining. Now there is totally nothing to bill again, you still don't have a folloew ticket, no net and telephone, what about my son's online class? Kapimon. Good thing mayor @rex_gatchalian heard us.","[[64, 72, 'neg'], [197, 206, 'neg'], [235, 240, 'neu']]","[['landline', 'neg'], ['telephone', 'neg'], ['class', 'neu']]"
1956,Twitter and shopee during online class,"[[33, 38, 'neu']]","[['class', 'neu']]"
1957,It's nice to sleep! 1 working week of 2021 is great. Join us for an online class! Hahaha. Running out of energy!,"[[30, 35, 'pos'], [105, 111, 'neg'], [75, 80, 'neu']]","[['week', 'pos'], ['energy', 'neg'], ['class', 'neu']]"
1958,"POTANGINA I DON'T WANT TO STUDY BECAUSE I'M LAZY, I DON'T WANT TO STUDY BECAUSE APART FROM THE DIFFICULT ONLINE CLASS, NO MATTER HOW MUCH YOU TRY, YOU HAVE NOT REALLY LEARNED.","[[112, 117, 'neg']]","[['class', 'neg']]"
1959,I WANT TO GO TO COLLEGE BUT NOT ONLINE CLASS 🙂,"[[16, 23, 'pos'], [39, 44, 'neg']]","[['college', 'pos'], ['class', 'neg']]"
1960,How i “online class” 😪 https://t.co/rle3mYeVrB,"[[14, 19, 'neu']]","[['class', 'neu']]"
1961,Me: Tired of online class 😴 https://t.co/6fqare37sp,"[[20, 25, 'neg']]","[['class', 'neg']]"
1962,"pressure on my father to enroll immediately, he doesn't know I'm hesitant magenroll because the online class is too stressful especially for professors who have no consideration for life","[[103, 108, 'neg'], [141, 151, 'neg'], [182, 186, 'neu']]","[['class', 'neg'], ['professors', 'neg'], ['life', 'neu']]"
1963,I ENJOY THAT ONLINE CLASS I CAN'T,"[[20, 25, 'pos']]","[['class', 'pos']]"
1964,We don't have INTERNEEEEEEETTTT OMGGGG ... I have an Online Class at 8AM ... @SKYserves pleaseeee helpppp,"[[60, 65, 'neu']]","[['class', 'neu']]"
1965,"You don't want online class but you also don't want to speak up and make the government accountable to all the bullshits and all because you guys don't want to involve yourselves in politics. Everything this political, even the youth who don't want to be involved.","[[22, 27, 'neg'], [77, 87, 'neg'], [182, 190, 'neu']]","[['class', 'neg'], ['government', 'neg'], ['politics', 'neu']]"
1966,pag online class padin next sem hindi na ako mag eenroll !!! AYAW KO NAAAA YAWAAA,"[[11, 16, 'neg']]","[['class', 'neg']]"
1967,I'm sleepy but I have an online class 😢😢,"[[32, 37, 'neu']]","[['class', 'neu']]"
1968,online class na nga lang na cutting pa🤷🏻‍♀️,"[[7, 12, 'neu']]","[['class', 'neu']]"
1969,Online class now,"[[7, 12, 'neu']]","[['class', 'neu']]"
1970,@PLDT_Cares dont ignore my message its been almost 3 months since I rely my concerns. At this time internet is a must for my son's online class and yet you cant provide your subscriber the services that pay though You keep sending bills that your subcriber. @rexgatchalian,"[[99, 107, 'neg'], [138, 143, 'neu'], [189, 197, 'neg']]","[['internet', 'neg'], ['class', 'neu'], ['services', 'neg']]"
1971,"Congrats to all my friends who reached PL, DL, and survived the online class👏 proud of you guys 🥳","[[71, 76, 'neu']]","[['class', 'neu']]"
1972,Last online class for this week ❤️,"[[12, 17, 'pos']]","[['class', 'pos']]"
